product_name,product_version,oem_name,severity_level,vulnerability_description,mitigation_strategy,published_date,cve_id,url
ADF Faces,Multiple,Oracle,Critical,"Oracle ADF Faces library, included with Oracle JDeveloper Distribution, contains a deserialization of untrusted data vulnerability leading to unauthenticated remote code execution.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-18,CVE-2022-21445,https://nvd.nist.gov/vuln/detail/CVE-2022-21445
SQL Server,Multiple,Microsoft,Critical,Microsoft SQL Server Reporting Services contains a deserialization vulnerability when handling page requests incorrectly. An authenticated attacker can exploit this vulnerability to execute code in the context of the Report Server service account.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-18,CVE-2020-0618,https://nvd.nist.gov/vuln/detail/CVE-2020-0618
HugeGraph-Server,Multiple,Apache,Critical,Apache HugeGraph-Server contains an improper access control vulnerability that could allow a remote attacker to execute arbitrary code.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-18,CVE-2024-27348,https://nvd.nist.gov/vuln/detail/CVE-2024-27348
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player contains a double free vulnerability that allows a remote attacker to execute arbitrary code.,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2024-09-17,CVE-2014-0502,https://nvd.nist.gov/vuln/detail/CVE-2014-0502
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player contains an unspecified vulnerability in the ExternalInterface ActionScript functionality that allows a remote attacker to execute arbitrary code via crafted SWF content.,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2024-09-17,CVE-2013-0648,https://nvd.nist.gov/vuln/detail/CVE-2013-0648
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player contains an incorrect default permissions vulnerability in the Firefox sandbox that allows a remote attacker to execute arbitrary code via crafted SWF content. ,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2024-09-17,CVE-2013-0643,https://nvd.nist.gov/vuln/detail/CVE-2013-0643
Flash Player,Multiple,Adobe,Critical,Adobe Flash Player contains an integer underflow vulnerability that allows a remote attacker to execute arbitrary code.,The impacted product is end-of-life (EoL) and/or end-of-service (EoS). Users should discontinue utilization of the product.,2024-09-17,CVE-2014-0497,https://nvd.nist.gov/vuln/detail/CVE-2014-0497
WhatsUp Gold,Multiple,Progress,Critical,Progress WhatsUp Gold contains a SQL injection vulnerability that allows an unauthenticated attacker to retrieve the user's encrypted password if the application is configured with only a single user.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-16,CVE-2024-6670,https://nvd.nist.gov/vuln/detail/CVE-2024-6670
Windows,Multiple,Microsoft,Critical,Microsoft Windows MSHTML Platform contains a user interface (UI) misrepresentation of critical information vulnerability that allows an attacker to spoof a web page. This vulnerability was exploited in conjunction with CVE-2024-38112.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-16,CVE-2024-43461,https://nvd.nist.gov/vuln/detail/CVE-2024-43461
Cloud Services Appliance,Multiple,Ivanti,Critical,Ivanti Cloud Services Appliance (CSA) contains an OS command injection vulnerability in the administrative console which can allow an authenticated attacker with application admin privileges to pass commands to the underlying OS.,"As Ivanti CSA has reached End-of-Life status, users are urged to remove CSA 4.6.x from service or upgrade to the 5.0.x line of supported solutions, as future vulnerabilities on the 4.6.x version of CSA are unlikely to receive future security updates.",2024-09-13,CVE-2024-8190,https://nvd.nist.gov/vuln/detail/CVE-2024-8190
Windows,Multiple,Microsoft,Critical,"Microsoft Windows Mark of the Web (MOTW) contains a protection mechanism failure vulnerability that allows an attacker to bypass MOTW-based defenses. This can result in a limited loss of integrity and availability of security features such as Protected View in Microsoft Office, which rely on MOTW tagging.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-10,CVE-2024-38217,https://nvd.nist.gov/vuln/detail/CVE-2024-38217
Windows,Multiple,Microsoft,Critical,Microsoft Windows Installer contains an improper privilege management vulnerability that could allow an attacker to gain SYSTEM privileges.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-10,CVE-2024-38014,https://nvd.nist.gov/vuln/detail/CVE-2024-38014
Publisher,Multiple,Microsoft,Critical,Microsoft Publisher contains a protection mechanism failure vulnerability that allows attacker to bypass Office macro policies used to block untrusted or malicious files.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-10,CVE-2024-38226,https://nvd.nist.gov/vuln/detail/CVE-2024-38226
SonicOS,Multiple,SonicWall,Critical,"SonicWall SonicOS contains an improper access control vulnerability that could lead to unauthorized resource access and, under certain conditions, may cause the firewall to crash.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-09,CVE-2024-40766,https://nvd.nist.gov/vuln/detail/CVE-2024-40766
Kernel,Multiple,Linux,Critical,Linux kernel contains a position-independent executable (PIE) stack buffer corruption vulnerability in load_elf_ binary() that allows a local attacker to escalate privileges. ,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-09,CVE-2017-1000253,https://nvd.nist.gov/vuln/detail/CVE-2017-1000253
ImageMagick,Multiple,ImageMagick,Critical,"ImageMagick contains an improper input validation vulnerability that affects the EPHEMERAL, HTTPS, MVG, MSL, TEXT, SHOW, WIN, and PLT coders. This allows a remote attacker to execute arbitrary code via shell metacharacters in a crafted image.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-09,CVE-2016-3714,https://nvd.nist.gov/vuln/detail/CVE-2016-3714
WPS Office,Multiple,Kingsoft,Critical,Kingsoft WPS Office contains a path traversal vulnerability in promecefpluginhost.exe on Windows that allows an attacker to load an arbitrary Windows library.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-03,CVE-2024-7262,https://nvd.nist.gov/vuln/detail/CVE-2024-7262
VigorConnect,Multiple,DrayTek,Critical,Draytek VigorConnect contains a path traversal vulnerability in the file download functionality of the WebServlet endpoint. An unauthenticated attacker could leverage this vulnerability to download arbitrary files from the underlying operating system with root privileges.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-03,CVE-2021-20124,https://nvd.nist.gov/vuln/detail/CVE-2021-20124
VigorConnect,Multiple,DrayTek,Critical,Draytek VigorConnect contains a path traversal vulnerability in the DownloadFileServlet endpoint. An unauthenticated attacker could leverage this vulnerability to download arbitrary files from the underlying operating system with root privileges. ,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-09-03,CVE-2021-20123,https://nvd.nist.gov/vuln/detail/CVE-2021-20123
Chromium V8,Multiple,Google,Critical,"Google Chromium V8 contains an inappropriate implementation vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-28,CVE-2024-7965,https://nvd.nist.gov/vuln/detail/CVE-2024-7965
OFBiz,Multiple,Apache,Critical,Apache OFBiz contains an incorrect authorization vulnerability that could allow remote code execution via a Groovy payload in the context of the OFBiz user process by an unauthenticated attacker.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-27,CVE-2024-38856,https://nvd.nist.gov/vuln/detail/CVE-2024-38856
Chromium V8,Multiple,Google,Critical,"Google Chromium V8 contains a type confusion vulnerability that allows a remote attacker to exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-26,CVE-2024-7971,https://nvd.nist.gov/vuln/detail/CVE-2024-7971
Director,Multiple,Versa,Critical,"The Versa Director GUI contains an unrestricted upload of file with dangerous type vulnerability that allows administrators with Provider-Data-Center-Admin or Provider-Data-Center-System-Admin privileges to customize the user interface. The “Change Favicon” (Favorite Icon) enables the upload of a .png file, which can be exploited to upload a malicious file with a .png extension disguised as an image.",Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-23,CVE-2024-39717,https://nvd.nist.gov/vuln/detail/CVE-2024-39717
Exchange Server,Multiple,Microsoft,Critical,Microsoft Exchange Server contains an information disclosure vulnerability that allows for remote code execution.,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-21,CVE-2021-31196,https://nvd.nist.gov/vuln/detail/CVE-2021-31196
Kernel,Multiple,Linux,Critical,Linux kernel contains a heap-based buffer overflow vulnerability in the legacy_parse_param function in the Filesystem Context functionality. This allows an attacker to open a filesystem that does not support the Filesystem Context API and ultimately escalate privileges.,Apply updates per vendor instructions or discontinue use of the product if updates are unavailable.,2024-08-21,CVE-2022-0185,https://nvd.nist.gov/vuln/detail/CVE-2022-0185
